Metric,Value
macTxDrop,0
macRxDrop,8320001
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,281165
dropTxing,77733
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,145365
dropPreambleDetectFailure,7777313
dropReceptionAbortedByTx,15
dropLSigFailure,152
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,37478
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,780
