Metric,Value
macTxDrop,0
macRxDrop,7525483
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,815637
dropTxing,115357
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,288444
dropPreambleDetectFailure,6233516
dropReceptionAbortedByTx,80
dropLSigFailure,2842
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,68053
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1554
