Metric,Value
macTxDrop,0
macRxDrop,2808962
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1055815
dropTxing,69964
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,381932
dropPreambleDetectFailure,1289324
dropReceptionAbortedByTx,0
dropLSigFailure,1226
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,10312
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,389
