Node, AppTx, AppRx, DeviceTx, DeviceRx, PacketsDroppedRerr, PacketsDroppedNoRoute
0,2950,0,12431,3382,0,0
1,2950,0,4859,3262,0,0
2,2950,0,9583,3392,0,0
3,2950,0,6280,3380,0,0
4,2950,0,7389,4021,0,0
5,2950,0,6158,3345,0,0
6,0,0,8872,678,0,0
7,0,0,13154,427,0,0
8,0,0,5435,333,0,0
9,0,0,11997,612,0,0
10,0,0,8329,521,0,0
11,0,0,9308,477,0,0
12,0,0,10440,523,0,0
13,0,0,8758,772,0,0
14,0,0,13890,424,0,0
15,0,0,5072,566,0,0
16,0,0,12830,359,0,0
17,0,0,8110,744,0,0
18,0,0,7583,798,0,0
19,0,0,12148,396,0,0
20,0,0,5179,706,0,0
21,0,0,4086,491,0,0
22,0,0,7405,859,0,0
23,0,0,5815,448,0,0
24,0,219,7288,569,0,0
25,0,0,7396,796,0,0
26,0,0,10708,702,0,0
27,0,0,5675,531,0,0
28,0,0,10610,526,0,0
29,0,0,5857,702,0,0
30,0,0,10945,655,0,0
31,0,0,10666,411,0,0
32,0,0,10000,394,0,0
33,0,0,6009,401,0,0
34,0,0,8436,474,0,0
35,0,0,9192,266,0,0
36,0,0,7656,341,0,0
37,0,0,7569,606,0,0
38,0,0,5736,637,0,0
39,0,702,11439,601,0,0
40,0,0,9142,374,0,0
41,0,0,7107,790,0,0
42,0,0,10073,365,0,0
43,0,0,7649,939,0,0
44,0,0,5454,363,0,0
45,0,0,6552,512,0,0
46,0,0,7574,819,0,0
47,0,0,6649,542,0,0
48,0,0,9851,544,0,0
49,0,0,12300,399,0,0
50,0,0,8636,886,0,0
51,0,0,5672,419,0,0
52,0,0,11444,457,0,0
53,0,0,7092,691,0,0
54,0,0,4850,366,0,0
55,0,0,7591,524,0,0
56,0,0,7178,1069,0,0
57,0,0,3584,201,0,0
58,0,0,12221,341,0,0
59,0,0,8311,730,0,0
60,0,0,10965,312,0,0
61,0,0,9694,497,0,0
62,0,0,7759,831,0,0
63,0,0,8756,549,0,0
64,0,0,12434,347,0,0
65,0,0,7440,312,0,0
66,0,0,8005,394,0,0
67,0,0,6472,728,0,0
68,0,0,9121,540,0,0
69,0,0,5297,440,0,0
70,0,0,3924,342,0,0
71,0,0,11692,600,0,0
72,0,0,9252,402,0,0
73,0,0,12888,473,0,0
74,0,0,6848,312,0,0
75,0,0,5224,322,0,0
76,0,0,6689,724,0,0
77,0,0,13715,372,0,0
78,0,0,6747,482,0,0
79,0,0,10380,508,0,0
80,0,0,9343,540,0,0
81,0,0,9608,652,0,0
82,0,0,9318,455,0,0
83,0,0,12629,367,0,0
84,0,0,9211,570,0,0
85,0,0,4256,193,0,0
86,0,0,8113,582,0,0
87,0,0,4389,227,0,0
88,0,0,5644,380,0,0
89,0,0,11244,378,0,0
90,0,862,10708,561,0,0
91,0,0,4857,523,0,0
92,0,0,12306,394,0,0
93,0,0,9559,414,0,0
94,0,0,7234,806,0,0
95,0,0,11019,430,0,0
96,0,0,7639,756,0,0
97,0,0,6039,451,0,0
98,0,0,10704,506,0,0
99,0,0,3423,204,0,0
100,0,0,10009,763,0,0
101,0,0,11702,384,0,0
102,0,0,10075,449,0,0
103,0,0,6793,358,0,0
104,0,0,7550,458,0,0
105,0,0,8138,453,0,0
106,0,0,7326,869,0,0
107,0,0,9172,493,0,0
108,0,0,8237,653,0,0
109,0,0,10014,617,0,0
110,0,0,5721,353,0,0
111,0,0,5890,566,0,0
112,0,0,13928,383,0,0
113,0,0,9921,402,0,0
114,0,0,12534,443,0,0
115,0,0,10159,473,0,0
116,0,0,9562,647,0,0
117,0,0,11595,410,0,0
118,0,0,6177,553,0,0
119,0,0,5302,450,0,0
120,0,0,5644,584,0,0
121,0,0,7114,606,0,0
122,0,0,6861,384,0,0
123,0,0,7634,655,0,0
124,0,0,6667,1006,0,0
125,0,0,8848,670,0,0
126,0,0,7280,556,0,0
127,0,0,6210,310,0,0
128,0,0,5708,397,0,0
129,0,0,5944,537,0,0
130,0,0,4929,381,0,0
131,0,0,7274,1055,0,0
132,0,0,9711,295,0,0
133,0,0,9464,384,0,0
134,0,0,7447,1048,0,0
135,0,0,10408,456,0,0
136,0,0,12676,349,0,0
137,0,0,7425,433,0,0
138,0,0,7029,441,0,0
139,0,0,7887,461,0,0
140,0,0,8865,459,0,0
141,0,0,13722,399,0,0
142,0,0,5620,425,0,0
143,0,0,5721,347,0,0
144,0,0,12250,421,0,0
145,0,0,6220,756,0,0
146,0,0,8625,673,0,0
147,0,0,13873,477,0,0
148,0,0,7444,1265,0,0
149,0,0,10136,387,0,0
150,0,0,6833,495,0,0
151,0,0,13331,357,0,0
152,0,0,8482,487,0,0
153,0,0,9775,446,0,0
154,0,0,7839,678,0,0
155,0,0,7544,789,0,0
156,0,0,8719,511,0,0
157,0,0,13202,352,0,0
158,0,0,7695,494,0,0
159,0,0,9001,484,0,0
160,0,0,9569,596,0,0
161,0,0,12237,348,0,0
162,0,0,8780,727,0,0
163,0,0,8973,381,0,0
164,0,0,7500,860,0,0
165,0,0,10115,660,0,0
166,0,0,12905,329,0,0
167,0,819,9504,620,0,0
168,0,0,8038,342,0,0
169,0,0,8917,385,0,0
170,0,0,7309,869,0,0
171,0,0,7813,1187,0,0
172,0,0,8689,388,0,0
173,0,0,9110,426,0,0
174,0,0,8629,637,0,0
175,0,0,9133,499,0,0
176,0,0,13341,398,0,0
177,0,0,9723,419,0,0
178,0,0,8136,364,0,0
179,0,0,9438,692,0,0
180,0,0,12393,495,0,0
181,0,0,7749,609,0,0
182,0,0,11294,631,0,0
183,0,0,9609,362,0,0
184,0,0,7048,292,0,0
185,0,0,6933,280,0,0
186,0,0,9635,306,0,0
187,0,0,12092,337,0,0
188,0,0,9445,654,0,0
189,0,0,11535,354,0,0
190,0,0,13870,362,0,0
191,0,0,10134,582,0,0
192,0,0,3550,273,0,0
193,0,0,10012,446,0,0
194,0,0,5214,217,0,0
195,0,0,5430,371,0,0
196,0,0,10544,590,0,0
197,0,0,4907,391,0,0
198,0,0,5684,363,0,0
199,0,0,9240,406,0,0
200,0,0,5097,590,0,0
201,0,0,6238,378,0,0
202,0,0,9467,296,0,0
203,0,0,7594,665,0,0
204,0,0,8673,622,0,0
205,0,0,10824,257,0,0
206,0,0,14191,407,0,0
207,0,0,13077,446,0,0
208,0,0,7461,524,0,0
209,0,0,4272,300,0,0
210,0,0,7165,721,0,0
211,0,0,12780,593,0,0
212,0,0,8085,656,0,0
213,0,459,6572,490,0,0
214,0,0,12695,440,0,0
215,0,0,8441,542,0,0
216,0,0,12683,346,0,0
217,0,0,8189,624,0,0
218,0,0,12969,499,0,0
219,0,0,7538,818,0,0
220,0,0,5811,269,0,0
221,0,0,4820,324,0,0
222,0,0,4337,568,0,0
223,0,0,6651,322,0,0
