Metric,Value
macTxDrop,0
macRxDrop,2868420
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,326774
dropTxing,50871
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,151380
dropPreambleDetectFailure,2314548
dropReceptionAbortedByTx,17
dropLSigFailure,1282
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,23129
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,419
