Metric,Value
macTxDrop,0
macRxDrop,3558799
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,348277
dropTxing,93641
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,80731
dropPreambleDetectFailure,3009841
dropReceptionAbortedByTx,27
dropLSigFailure,474
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,25053
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,755
