Metric,Value
macTxDrop,0
macRxDrop,15598096
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1406117
dropTxing,188072
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,200483
dropPreambleDetectFailure,13753928
dropReceptionAbortedByTx,5
dropLSigFailure,186
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,48811
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,494
