OriginIP,DestIP,DestSeqNo,RREQId,SourceIP,DestinationIP,hopCount,TimeRREQ,TimeRREP,routeFound
10.1.0.5,10.1.1.231,0,1,10.1.0.5,10.1.1.231,6,5.001,298.912,1
10.1.0.6,10.1.1.173,0,1,10.1.0.6,10.1.1.173,6,5.002,299.632,1
10.1.0.3,10.1.1.20,0,1,10.1.0.3,10.1.1.20,20,5.005,201.828,1
10.1.0.2,10.1.1.195,0,1,10.1.0.2,10.1.1.195,17,5.006,300.46,1
10.1.0.1,10.1.1.228,0,1,10.1.0.1,10.1.1.228,20,5.009,299.827,1
10.1.0.4,10.1.0.90,0,1,10.1.0.4,10.1.0.90,8,5.009,300.296,1
10.1.0.4,10.1.0.90,0,2,10.1.0.4,10.1.0.90,0,5.24,-1,0
10.1.0.1,10.1.1.228,0,2,10.1.0.1,10.1.1.228,0,5.242,-1,0
10.1.0.2,10.1.1.195,0,2,10.1.0.2,10.1.1.195,0,5.242,-1,0
10.1.0.3,10.1.1.20,0,2,10.1.0.3,10.1.1.20,0,5.245,-1,0
10.1.0.6,10.1.1.173,0,2,10.1.0.6,10.1.1.173,0,5.25,-1,0
10.1.0.2,10.1.1.195,0,3,10.1.0.2,10.1.1.195,0,5.641,-1,0
10.1.0.6,10.1.1.173,0,3,10.1.0.6,10.1.1.173,0,5.644,-1,0
10.1.0.1,10.1.1.228,0,3,10.1.0.1,10.1.1.228,0,5.647,-1,0
10.1.0.3,10.1.1.20,0,3,10.1.0.3,10.1.1.20,0,5.647,-1,0
10.1.0.4,10.1.0.90,0,3,10.1.0.4,10.1.0.90,0,5.648,-1,0
10.1.1.41,10.1.1.42,0,1,10.1.1.41,10.1.1.42,1,5.742,8.09332,1
10.1.1.182,10.1.0.55,0,1,10.1.1.182,10.1.0.55,5,5.74505,31.237,1
10.1.0.224,10.1.0.28,0,1,10.1.0.224,10.1.0.28,1,5.78697,252.981,1
10.1.0.224,10.1.1.42,0,2,10.1.0.224,10.1.1.42,2,5.84497,8.0223,1
10.1.1.180,10.1.1.62,0,1,10.1.1.180,10.1.1.62,1,5.87092,134.681,1
10.1.0.224,10.1.0.55,0,3,10.1.0.224,10.1.0.55,2,5.93935,8.02248,1
