Metric,Value
macTxDrop,0
macRxDrop,369582
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,8005
dropTxing,3298
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,1862
dropPreambleDetectFailure,355832
dropReceptionAbortedByTx,0
dropLSigFailure,2
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,569
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,14
