OriginIP,DestIP,DestSeqNo,RREQId,SourceIP,DestinationIP,hopCount,TimeRREQ,TimeRREP,routeFound
10.1.1.1,10.1.1.90,0,1,10.1.1.1,10.1.1.90,3,5,298.814,1
10.1.1.2,10.1.1.41,0,1,10.1.1.2,10.1.1.41,4,5.005,300.664,1
10.1.1.4,10.1.1.187,0,1,10.1.1.4,10.1.1.187,7,5.006,291.145,1
10.1.1.3,10.1.1.10,0,1,10.1.1.3,10.1.1.10,0,5.008,296.677,1
10.1.1.5,10.1.1.112,0,1,10.1.1.5,10.1.1.112,4,5.009,284.152,1
10.1.1.6,10.1.1.190,0,1,10.1.1.6,10.1.1.190,7,5.01,300.402,1
10.1.1.2,10.1.1.41,0,2,10.1.1.2,10.1.1.41,0,5.244,-1,0
10.1.1.3,10.1.1.10,0,2,10.1.1.3,10.1.1.10,0,5.247,-1,0
10.1.1.5,10.1.1.112,0,2,10.1.1.5,10.1.1.112,0,5.247,-1,0
10.1.1.4,10.1.1.187,0,2,10.1.1.4,10.1.1.187,0,5.248,-1,0
10.1.1.6,10.1.1.190,0,2,10.1.1.6,10.1.1.190,0,5.248,-1,0
10.1.1.1,10.1.1.90,0,2,10.1.1.1,10.1.1.90,0,5.25,-1,0
10.1.1.2,10.1.1.41,0,3,10.1.1.2,10.1.1.41,0,5.404,-1,0
10.1.1.163,10.1.1.96,0,1,10.1.1.163,10.1.1.96,3,5.4366,147.904,1
10.1.1.3,10.1.1.10,0,3,10.1.1.3,10.1.1.10,0,5.641,-1,0
10.1.1.1,10.1.1.90,0,3,10.1.1.1,10.1.1.90,0,5.645,-1,0
10.1.1.6,10.1.1.190,0,3,10.1.1.6,10.1.1.190,0,5.648,-1,0
10.1.1.4,10.1.1.187,0,3,10.1.1.4,10.1.1.187,0,5.649,-1,0
10.1.1.5,10.1.1.112,0,3,10.1.1.5,10.1.1.112,0,5.65,-1,0
10.1.1.6,10.1.1.190,0,4,10.1.1.6,10.1.1.190,0,6.202,-1,0
10.1.1.1,10.1.1.90,0,4,10.1.1.1,10.1.1.90,0,6.206,-1,0
10.1.1.4,10.1.1.187,0,4,10.1.1.4,10.1.1.187,0,6.207,-1,0
10.1.1.5,10.1.1.112,0,4,10.1.1.5,10.1.1.112,0,6.209,-1,0
10.1.1.47,10.1.1.134,0,1,10.1.1.47,10.1.1.134,0,6.29529,143.619,1
10.1.1.47,10.1.1.154,0,2,10.1.1.47,10.1.1.154,2,6.31846,124.007,1
10.1.1.59,10.1.1.139,0,1,10.1.1.59,10.1.1.139,1,6.50031,165.702,1
10.1.1.149,10.1.1.160,0,1,10.1.1.149,10.1.1.160,2,6.57595,208.796,1
10.1.1.2,10.1.1.41,0,4,10.1.1.2,10.1.1.41,0,6.61,-1,0
10.1.1.2,10.1.1.41,0,5,10.1.1.2,10.1.1.41,0,6.807,-1,0
10.1.1.163,10.1.1.160,0,2,10.1.1.163,10.1.1.160,3,6.81584,9.62616,1
10.1.1.105,10.1.1.77,0,1,10.1.1.105,10.1.1.77,2,6.89892,8.47168,1
10.1.1.3,10.1.1.10,0,4,10.1.1.3,10.1.1.10,0,6.903,-1,0
10.1.1.4,10.1.1.187,0,5,10.1.1.4,10.1.1.187,0,6.921,-1,0
10.1.1.5,10.1.1.112,0,5,10.1.1.5,10.1.1.112,0,6.926,-1,0
10.1.1.1,10.1.1.90,0,5,10.1.1.1,10.1.1.90,0,6.927,-1,0
10.1.1.6,10.1.1.190,0,5,10.1.1.6,10.1.1.190,0,6.929,-1,0
10.1.1.89,10.1.1.69,0,1,10.1.1.89,10.1.1.69,4,6.98001,162.249,1
10.1.1.60,10.1.1.108,0,1,10.1.1.60,10.1.1.108,2,7.04996,9.99265,1
10.1.1.6,10.1.1.190,0,6,10.1.1.6,10.1.1.190,0,7.104,-1,0
10.1.1.161,10.1.1.108,0,1,10.1.1.161,10.1.1.108,2,7.1185,265.96,1
10.1.1.167,10.1.1.56,0,1,10.1.1.167,10.1.1.56,4,7.12897,256.635,1
10.1.1.90,10.1.1.68,0,1,10.1.1.90,10.1.1.68,2,7.17501,276.671,1
10.1.1.90,10.1.1.157,0,2,10.1.1.90,10.1.1.157,4,7.18029,159.867,1
10.1.1.90,10.1.1.134,0,3,10.1.1.90,10.1.1.134,2,7.18966,276.442,1
10.1.1.47,10.1.1.185,0,3,10.1.1.47,10.1.1.185,2,7.29346,141.176,1
10.1.1.2,10.1.1.41,0,6,10.1.1.2,10.1.1.41,0,7.3,-1,0
10.1.1.90,10.1.1.154,0,4,10.1.1.90,10.1.1.154,2,7.30519,105.605,1
10.1.1.3,10.1.1.10,0,5,10.1.1.3,10.1.1.10,0,7.308,-1,0
10.1.1.62,10.1.1.41,0,1,10.1.1.62,10.1.1.41,5,7.35707,145.012,1
10.1.1.113,10.1.1.10,0,1,10.1.1.113,10.1.1.10,2,7.38591,8.5135,1
10.1.1.91,10.1.1.191,0,1,10.1.1.91,10.1.1.191,5,7.39939,44.0489,1
10.1.1.90,10.1.1.95,0,5,10.1.1.90,10.1.1.95,2,7.41603,272.879,1
10.1.1.131,10.1.1.134,0,1,10.1.1.131,10.1.1.134,6,7.41766,164.829,1
10.1.1.159,10.1.1.95,0,1,10.1.1.159,10.1.1.95,1,7.43336,274.303,1
10.1.1.196,10.1.1.100,0,1,10.1.1.196,10.1.1.100,1,7.43985,39.618,1
10.1.1.196,10.1.1.68,0,2,10.1.1.196,10.1.1.68,2,7.47084,257.131,1
10.1.1.59,10.1.1.10,0,2,10.1.1.59,10.1.1.10,4,7.47932,7.58614,1
10.1.1.172,10.1.1.27,0,1,10.1.1.172,10.1.1.27,4,7.48758,14.5255,1
10.1.1.2,10.1.1.41,0,7,10.1.1.2,10.1.1.41,0,7.5,-1,0
10.1.1.148,10.1.1.41,0,1,10.1.1.148,10.1.1.41,0,7.53446,287.464,1
10.1.1.155,10.1.1.10,0,1,10.1.1.155,10.1.1.10,5,7.5379,299.241,1
10.1.1.75,10.1.1.95,0,1,10.1.1.75,10.1.1.95,1,7.57052,8.44571,1
10.1.1.155,10.1.1.41,0,2,10.1.1.155,10.1.1.41,1,7.5739,294.192,1
10.1.1.73,10.1.1.75,0,1,10.1.1.73,10.1.1.75,0,7.57676,127.362,1
10.1.1.71,10.1.1.75,0,1,10.1.1.71,10.1.1.75,1,7.58241,90.525,1
10.1.1.73,10.1.1.185,0,2,10.1.1.73,10.1.1.185,2,7.60498,319.482,1
10.1.1.75,10.1.1.134,0,4,10.1.1.75,10.1.1.134,1,7.6344,103.879,1
10.1.1.75,10.1.1.157,0,3,10.1.1.75,10.1.1.157,2,7.63504,8.36428,1
10.1.1.75,10.1.1.185,0,2,10.1.1.75,10.1.1.185,3,7.6361,183.087,1
10.1.1.73,10.1.1.95,0,3,10.1.1.73,10.1.1.95,1,7.64839,7.67157,1
10.1.1.183,10.1.1.190,0,1,10.1.1.183,10.1.1.190,4,7.66878,298.988,1
10.1.1.187,10.1.1.52,0,1,10.1.1.187,10.1.1.52,0,7.67862,7.71473,1
10.1.1.83,10.1.1.77,0,1,10.1.1.83,10.1.1.77,0,7.68026,238.762,1
10.1.1.55,10.1.1.190,0,1,10.1.1.55,10.1.1.190,7,7.68377,8.47602,1
10.1.1.47,10.1.1.68,0,4,10.1.1.47,10.1.1.68,4,7.72601,232.605,1
10.1.1.47,10.1.1.151,0,5,10.1.1.47,10.1.1.151,2,7.77613,57.1184,1
10.1.1.113,10.1.1.10,0,2,10.1.1.113,10.1.1.10,0,7.79491,-1,0
10.1.1.6,10.1.1.190,0,7,10.1.1.6,10.1.1.190,0,7.803,-1,0
10.1.1.90,10.1.1.112,0,6,10.1.1.90,10.1.1.112,5,7.81369,275.035,1
10.1.1.108,10.1.1.112,0,1,10.1.1.108,10.1.1.112,2,7.82818,13.4085,1
10.1.1.187,10.1.1.93,0,2,10.1.1.187,10.1.1.93,2,7.82897,245.06,1
10.1.1.73,10.1.1.112,0,4,10.1.1.73,10.1.1.112,4,7.85342,137.918,1
10.1.1.163,10.1.1.101,0,3,10.1.1.163,10.1.1.101,1,7.87659,307.006,1
10.1.1.172,10.1.1.27,0,2,10.1.1.172,10.1.1.27,0,7.88358,-1,0
10.1.1.95,10.1.1.56,0,1,10.1.1.95,10.1.1.56,2,7.92779,161.857,1
10.1.1.95,10.1.1.157,0,2,10.1.1.95,10.1.1.157,5,7.93107,162.017,1
10.1.1.77,10.1.1.10,0,1,10.1.1.77,10.1.1.10,2,7.93284,8.16439,1
10.1.1.95,10.1.1.134,0,3,10.1.1.95,10.1.1.134,7,7.93781,224.696,1
10.1.1.47,10.1.1.157,0,6,10.1.1.47,10.1.1.157,2,8.02447,17.6852,1
10.1.1.111,10.1.1.93,0,1,10.1.1.111,10.1.1.93,2,8.27036,8.30962,1
10.1.1.106,10.1.1.172,2,1,10.1.1.106,10.1.1.172,1,8.27338,242.296,1
10.1.1.73,10.1.1.100,0,5,10.1.1.73,10.1.1.100,0,8.27368,8.46934,1
10.1.1.73,10.1.1.68,0,6,10.1.1.73,10.1.1.68,3,8.27934,213.537,1
10.1.1.90,10.1.1.100,0,7,10.1.1.90,10.1.1.100,4,8.27942,319.049,1
10.1.1.179,10.1.1.20,0,1,10.1.1.179,10.1.1.20,5,8.2852,197.491,1
10.1.1.187,10.1.1.3,0,3,10.1.1.187,10.1.1.3,1,8.32066,44.0755,1
10.1.1.6,10.1.1.190,0,8,10.1.1.6,10.1.1.190,0,8.41,-1,0
10.1.1.160,10.1.1.135,0,1,10.1.1.160,10.1.1.135,0,8.41505,8.41733,1
10.1.1.75,10.1.1.100,0,5,10.1.1.75,10.1.1.100,1,8.44571,72.8004,1
10.1.1.75,10.1.1.68,0,6,10.1.1.75,10.1.1.68,2,8.48078,8.527,1
10.1.1.73,10.1.1.151,0,7,10.1.1.73,10.1.1.151,3,8.48336,39.6961,1
10.1.1.75,10.1.1.151,0,7,10.1.1.75,10.1.1.151,2,8.4968,91.1018,1
10.1.1.183,10.1.1.77,0,2,10.1.1.183,10.1.1.77,7,8.50573,21.1351,1
10.1.1.76,10.1.1.187,3,1,10.1.1.76,10.1.1.187,2,8.56194,153.628,1
10.1.1.47,10.1.1.112,0,7,10.1.1.47,10.1.1.112,1,8.57736,23.5873,1
10.1.1.191,10.1.1.62,0,1,10.1.1.191,10.1.1.62,9,8.6271,132.416,1
10.1.1.68,10.1.1.47,0,1,10.1.1.68,10.1.1.47,3,8.6554,232.535,1
10.1.1.112,10.1.1.56,0,1,10.1.1.112,10.1.1.56,4,8.66235,256.668,1
10.1.1.82,10.1.1.87,0,1,10.1.1.82,10.1.1.87,0,8.69,-1,0
10.1.1.6,10.1.1.190,0,9,10.1.1.6,10.1.1.190,0,8.701,-1,0
10.1.1.112,10.1.1.100,0,2,10.1.1.112,10.1.1.100,3,8.70179,181.966,1
10.1.1.106,10.1.1.160,0,2,10.1.1.106,10.1.1.160,2,8.77586,158.936,1
10.1.1.181,10.1.1.111,0,1,10.1.1.181,10.1.1.111,4,9.06982,288.645,1
10.1.1.55,10.1.1.29,0,2,10.1.1.55,10.1.1.29,5,9.23479,150.038,1
10.1.1.16,10.1.1.23,0,1,10.1.1.16,10.1.1.23,2,9.28112,27.9296,1
10.1.1.27,10.1.1.106,0,1,10.1.1.27,10.1.1.106,0,9.36674,145.083,1
10.1.1.59,10.1.1.172,0,3,10.1.1.59,10.1.1.172,2,9.50958,141.79,1
10.1.1.12,10.1.1.160,1,1,10.1.1.12,10.1.1.160,3,9.5628,11.8287,1
10.1.1.111,10.1.1.181,1,2,10.1.1.111,10.1.1.181,3,9.57326,288.706,1
10.1.1.135,10.1.1.57,0,1,10.1.1.135,10.1.1.57,0,9.59636,-1,0
10.1.1.173,10.1.1.143,0,1,10.1.1.173,10.1.1.143,5,9.60672,262.226,1
10.1.1.6,10.1.1.190,0,10,10.1.1.6,10.1.1.190,0,9.607,-1,0
10.1.1.16,10.1.1.23,0,2,10.1.1.16,10.1.1.23,0,9.68512,-1,0
10.1.1.6,10.1.1.190,0,11,10.1.1.6,10.1.1.190,0,9.705,-1,0
10.1.1.4,10.1.1.187,0,6,10.1.1.4,10.1.1.187,0,9.72,-1,0
10.1.1.1,10.1.1.90,0,6,10.1.1.1,10.1.1.90,0,9.729,-1,0
10.1.1.76,10.1.1.187,0,2,10.1.1.76,10.1.1.187,4,9.78512,11.0322,1
10.1.1.6,10.1.1.190,0,12,10.1.1.6,10.1.1.190,0,9.802,-1,0
10.1.1.2,10.1.1.41,0,8,10.1.1.2,10.1.1.41,0,9.803,-1,0
10.1.1.164,10.1.1.181,1,1,10.1.1.164,10.1.1.181,1,9.89786,262.34,1
10.1.1.6,10.1.1.190,0,13,10.1.1.6,10.1.1.190,0,9.903,-1,0
10.1.1.160,10.1.1.41,0,2,10.1.1.160,10.1.1.41,2,9.94655,12.0551,1
10.1.1.6,10.1.1.190,0,14,10.1.1.6,10.1.1.190,0,10.002,-1,0
10.1.1.2,10.1.1.41,0,9,10.1.1.2,10.1.1.41,0,10.004,-1,0
10.1.1.114,10.1.1.13,0,1,10.1.1.114,10.1.1.13,2,10.046,13.0294,1
10.1.1.172,10.1.1.160,0,3,10.1.1.172,10.1.1.160,1,10.0589,264.639,1
10.1.1.82,10.1.1.160,1,2,10.1.1.82,10.1.1.160,2,10.068,148.076,1
10.1.1.132,10.1.1.114,1,1,10.1.1.132,10.1.1.114,3,10.1246,13.0461,1
10.1.1.149,10.1.1.69,0,2,10.1.1.149,10.1.1.69,4,10.1254,59.8938,1
10.1.1.190,10.1.1.2,0,1,10.1.1.190,10.1.1.2,3,10.1335,10.1871,1
10.1.1.54,10.1.1.17,0,1,10.1.1.54,10.1.1.17,5,10.166,268.233,1
10.1.1.108,10.1.1.174,0,2,10.1.1.108,10.1.1.174,4,10.2086,276.945,1
10.1.1.65,10.1.1.43,0,1,10.1.1.65,10.1.1.43,5,10.2143,199.74,1
10.1.1.3,10.1.1.82,2,6,10.1.1.3,10.1.1.82,5,10.2299,296.793,1
10.1.1.16,10.1.1.23,0,3,10.1.1.16,10.1.1.23,0,10.2431,-1,0
10.1.1.54,10.1.1.82,0,2,10.1.1.54,10.1.1.82,3,10.2544,11.9545,1
10.1.1.6,10.1.1.190,0,15,10.1.1.6,10.1.1.190,0,10.307,-1,0
10.1.1.69,10.1.1.106,0,1,10.1.1.69,10.1.1.106,4,10.3199,11.7694,1
10.1.1.113,10.1.1.173,0,3,10.1.1.113,10.1.1.173,7,10.3262,294.253,1
10.1.1.160,10.1.1.41,0,3,10.1.1.160,10.1.1.41,0,10.3365,-1,0
10.1.1.76,10.1.1.187,3,3,10.1.1.76,10.1.1.187,0,10.3941,-1,0
10.1.1.106,10.1.1.82,0,3,10.1.1.106,10.1.1.82,3,10.4038,87.3399,1
10.1.1.114,10.1.1.13,0,2,10.1.1.114,10.1.1.13,0,10.443,-1,0
