Metric,Value
macTxDrop,0
macRxDrop,18667420
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2726489
dropTxing,288556
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,1349950
dropPreambleDetectFailure,14261988
dropReceptionAbortedByTx,19
dropLSigFailure,575
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,36687
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,3156
