Metric,Value
macTxDrop,0
macRxDrop,9730013
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2148733
dropTxing,198389
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,646677
dropPreambleDetectFailure,6702859
dropReceptionAbortedByTx,4
dropLSigFailure,1156
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,31028
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1167
