Node, AppTx, AppRx, DeviceTx, DeviceRx, PacketsDroppedRerr, PacketsDroppedNoRoute
0,2950,0,106718,10204,0,0
1,2950,0,36332,9627,0,0
2,2950,0,124936,10419,0,0
3,2950,0,72080,10483,0,0
4,2950,0,76648,10530,0,0
5,2950,0,71910,10434,0,0
6,0,0,100778,7329,0,0
7,0,0,84062,7639,0,0
8,0,0,65479,7735,0,0
9,0,0,77204,7461,0,0
10,0,0,58109,7541,0,0
11,0,0,98914,7487,0,0
12,0,0,97866,7586,0,0
13,0,0,92689,7354,0,0
14,0,0,71327,7377,0,0
15,0,0,72877,7874,0,0
16,0,0,62191,7697,0,0
17,0,0,92190,7335,0,0
18,0,0,93436,7560,0,0
19,0,0,64049,7480,0,0
20,0,0,64582,7769,0,0
21,0,0,78168,7518,0,0
22,0,0,78764,7544,0,0
23,0,0,78204,7637,0,0
24,0,0,120031,7525,0,0
25,0,0,105298,7537,0,0
26,0,0,90242,7782,0,0
27,0,0,66413,7620,0,0
28,0,0,70845,7287,0,0
29,0,862,67301,8115,0,0
30,0,0,34718,6580,0,0
31,0,0,62042,7574,0,0
32,0,0,118224,7452,0,0
33,0,0,73277,8092,0,0
34,0,0,56221,7294,0,0
35,0,0,103349,7293,0,0
36,0,0,67783,7220,0,0
37,0,0,77031,7408,0,0
38,0,0,83196,7391,0,0
39,0,0,64501,7813,0,0
40,0,0,97167,7599,0,2
41,0,0,80874,7394,0,0
42,0,0,65123,7353,0,0
43,0,0,87629,7611,0,0
44,0,0,113898,7437,0,0
45,0,0,95120,7492,0,0
46,0,0,95155,7538,0,0
47,0,0,25542,6502,0,0
48,0,0,111946,7521,0,0
49,0,0,79644,7738,0,0
50,0,0,77322,7845,0,0
51,0,0,95977,7755,0,0
52,0,0,96550,7548,0,0
53,0,0,72015,7280,0,0
54,0,0,84086,7437,0,0
55,0,0,120158,7540,0,0
56,0,0,81353,7482,0,0
57,0,0,122593,7656,0,0
58,0,0,71804,7497,0,0
59,0,0,96293,7318,0,0
60,0,0,77928,8200,0,0
61,0,0,119125,7458,0,0
62,0,0,102047,7483,0,0
63,0,0,109816,7458,0,0
64,0,0,75275,7885,0,0
65,0,0,73023,7400,0,0
66,0,0,57234,7111,0,0
67,0,0,72893,7934,0,0
68,0,0,75429,7431,0,0
69,0,0,76674,7623,0,0
70,0,0,119381,7610,0,0
71,0,0,45587,7299,0,0
72,0,0,117209,7384,0,0
73,0,0,82451,7473,0,0
74,0,0,123099,7529,0,0
75,0,0,48792,7069,0,0
76,0,0,95566,7656,0,0
77,0,0,75816,7473,0,0
78,0,0,112739,7611,0,0
79,0,0,98330,7504,0,0
80,0,0,85682,7449,0,0
81,0,0,113875,7463,0,0
82,0,0,70235,7488,0,0
83,0,1104,93242,7682,0,0
84,0,0,120629,7480,0,0
85,0,0,111469,7652,0,0
86,0,0,52456,7518,0,0
87,0,0,53696,7502,0,0
88,0,0,95627,7306,0,0
89,0,0,31801,6968,0,0
90,0,0,47919,7345,0,0
91,0,0,73774,7620,0,0
92,0,0,84213,7684,0,0
93,0,0,88104,7395,0,0
94,0,0,108556,7512,0,0
95,0,0,87282,7405,0,0
96,0,0,79521,7508,0,0
97,0,0,81394,7762,0,0
98,0,0,72091,7797,0,0
99,0,0,73439,7659,0,0
100,0,0,71583,7528,0,0
101,0,0,103358,7423,0,0
102,0,0,99781,7559,0,0
103,0,0,87672,7328,0,0
104,0,0,110525,7466,0,0
105,0,0,67079,7610,0,0
106,0,0,76004,7322,0,0
107,0,0,82327,7425,0,0
108,0,0,99352,7398,0,0
109,0,0,42168,7289,0,0
110,0,0,60306,7539,0,0
111,0,0,100482,7437,0,0
112,0,0,99716,7311,0,0
113,0,0,104739,7369,0,0
114,0,0,68605,7332,0,0
115,0,0,98647,7475,0,0
116,0,0,50806,7538,0,0
117,0,0,113291,7468,0,0
118,0,0,87066,7409,0,0
119,0,0,65411,7309,0,0
120,0,0,85636,7420,0,0
121,0,0,75654,7678,0,0
122,0,0,116539,7680,0,0
123,0,0,69126,7452,0,0
124,0,0,100334,7516,0,0
125,0,0,90855,7628,0,0
126,0,0,106745,7420,0,0
127,0,0,92886,7579,0,0
128,0,818,109761,7645,0,0
129,0,0,93327,7326,0,0
130,0,0,90652,7723,0,0
131,0,0,74358,7448,0,0
132,0,0,100485,7390,0,0
133,0,0,122936,7615,0,0
134,0,0,103588,7590,0,0
135,0,187,83891,7730,0,0
136,0,0,89175,7418,0,0
137,0,0,74802,7684,0,0
138,0,0,98482,7534,0,0
139,0,0,101555,7503,0,0
140,0,0,85024,8172,0,0
141,0,0,95685,7754,0,0
142,0,0,95873,7370,0,0
143,0,0,71522,7394,0,0
144,0,0,101489,7634,0,0
145,0,2041,96540,7401,0,0
146,0,111,90633,7494,0,0
147,0,0,59335,7282,0,0
148,0,0,61968,7393,0,0
149,0,0,74017,7460,0,0
