Metric,Value
macTxDrop,0
macRxDrop,14998436
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,3369804
dropTxing,161474
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,317646
dropPreambleDetectFailure,10940599
dropReceptionAbortedByTx,18
dropLSigFailure,2330
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,206111
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,454
