Metric,Value
macTxDrop,0
macRxDrop,6463662
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,784549
dropTxing,104758
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,170890
dropPreambleDetectFailure,5323982
dropReceptionAbortedByTx,21
dropLSigFailure,535
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,78497
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,430
