OriginIP,DestIP,DestSeqNo,RREQId,SourceIP,DestinationIP,hopCount,TimeRREQ,TimeRREP,routeFound
10.1.0.5,10.1.1.21,0,1,10.1.0.5,10.1.1.21,7,5,6.85246,1
10.1.0.3,10.1.0.17,0,1,10.1.0.3,10.1.0.17,15,5.002,287.837,1
10.1.0.2,10.1.0.96,0,1,10.1.0.2,10.1.0.96,6,5.003,282.448,1
10.1.0.1,10.1.0.221,0,1,10.1.0.1,10.1.0.221,5,5.006,294.429,1
10.1.0.6,10.1.1.219,0,1,10.1.0.6,10.1.1.219,2,5.006,296.81,1
10.1.0.4,10.1.1.211,0,1,10.1.0.4,10.1.1.211,3,5.01,299.983,1
10.1.0.2,10.1.0.96,0,2,10.1.0.2,10.1.0.96,0,5.241,-1,0
10.1.0.3,10.1.0.17,0,2,10.1.0.3,10.1.0.17,0,5.242,-1,0
10.1.0.5,10.1.1.21,0,2,10.1.0.5,10.1.1.21,0,5.248,-1,0
10.1.0.6,10.1.1.219,0,2,10.1.0.6,10.1.1.219,0,5.25,-1,0
10.1.0.16,10.1.1.200,0,1,10.1.0.16,10.1.1.200,1,5.31022,6.32798,1
10.1.0.5,10.1.1.21,0,3,10.1.0.5,10.1.1.21,0,5.648,-1,0
10.1.0.2,10.1.0.96,0,3,10.1.0.2,10.1.0.96,0,5.649,-1,0
10.1.0.6,10.1.1.219,0,3,10.1.0.6,10.1.1.219,0,5.649,-1,0
10.1.0.65,10.1.0.35,0,1,10.1.0.65,10.1.0.35,1,5.73137,8.04899,1
10.1.1.0,10.1.1.123,0,1,10.1.1.0,10.1.1.123,1,5.73287,6.87801,1
10.1.0.5,10.1.1.21,0,4,10.1.0.5,10.1.1.21,0,6.201,-1,0
10.1.0.6,10.1.1.219,0,4,10.1.0.6,10.1.1.219,0,6.202,-1,0
10.1.0.2,10.1.0.96,0,4,10.1.0.2,10.1.0.96,0,6.21,-1,0
10.1.1.215,10.1.1.232,0,1,10.1.1.215,10.1.1.232,2,6.29763,214.193,1
10.1.0.137,10.1.0.170,0,1,10.1.0.137,10.1.0.170,1,6.31928,9.86358,1
10.1.1.20,10.1.0.141,0,1,10.1.1.20,10.1.0.141,1,6.38947,6.55444,1
10.1.0.152,10.1.1.22,0,1,10.1.0.152,10.1.1.22,2,6.44023,174.811,1
10.1.0.152,10.1.1.85,0,2,10.1.0.152,10.1.1.85,0,6.44304,6.53308,1
10.1.1.64,10.1.0.191,0,1,10.1.1.64,10.1.0.191,0,6.6016,6.60752,1
10.1.0.246,10.1.0.21,0,1,10.1.0.246,10.1.0.21,1,6.65739,9.83145,1
10.1.1.209,10.1.0.183,0,1,10.1.1.209,10.1.0.183,1,6.72653,7.779,1
10.1.1.209,10.1.0.218,0,2,10.1.1.209,10.1.0.218,4,6.7726,10.8292,1
10.1.0.65,10.1.0.21,0,2,10.1.0.65,10.1.0.21,1,6.80886,6.99538,1
10.1.1.0,10.1.1.37,0,2,10.1.1.0,10.1.1.37,1,6.87826,7.09238,1
10.1.0.65,10.1.0.223,0,3,10.1.0.65,10.1.0.223,2,6.88652,8.16024,1
10.1.0.137,10.1.0.35,0,2,10.1.0.137,10.1.0.35,1,6.88798,9.17739,1
10.1.0.2,10.1.0.96,0,5,10.1.0.2,10.1.0.96,0,6.922,-1,0
10.1.0.65,10.1.0.250,0,4,10.1.0.65,10.1.0.250,6,6.99553,210.674,1
10.1.0.245,10.1.1.126,0,1,10.1.0.245,10.1.1.126,1,7.00179,7.09669,1
10.1.1.19,10.1.0.170,0,1,10.1.1.19,10.1.0.170,1,7.04133,8.58732,1
10.1.1.0,10.1.0.70,0,3,10.1.1.0,10.1.0.70,0,7.09438,60.2339,1
10.1.1.19,10.1.0.89,0,2,10.1.1.19,10.1.0.89,0,7.1002,-1,0
10.1.0.1,10.1.0.111,0,2,10.1.0.1,10.1.0.111,4,7.11665,74.9357,1
10.1.0.146,10.1.0.175,0,1,10.1.0.146,10.1.0.175,1,7.21323,7.2448,1
10.1.1.19,10.1.1.141,0,3,10.1.1.19,10.1.1.141,1,7.22768,8.59178,1
10.1.0.146,10.1.0.178,0,2,10.1.0.146,10.1.0.178,0,7.24346,-1,0
10.1.0.146,10.1.1.151,0,3,10.1.0.146,10.1.1.151,0,7.2528,-1,0
10.1.0.137,10.1.0.35,0,3,10.1.0.137,10.1.0.35,0,7.29698,-1,0
10.1.1.60,10.1.0.1,2,1,10.1.1.60,10.1.0.1,2,7.31274,144.613,1
10.1.0.17,10.1.0.16,0,1,10.1.0.17,10.1.0.16,0,7.3253,-1,0
10.1.0.82,10.1.1.40,0,1,10.1.0.82,10.1.1.40,1,7.35672,9.75342,1
10.1.1.30,10.1.0.42,0,1,10.1.1.30,10.1.0.42,2,7.35739,7.59581,1
10.1.0.82,10.1.1.167,0,2,10.1.0.82,10.1.1.167,1,7.36385,9.75803,1
10.1.0.47,10.1.0.16,0,1,10.1.0.47,10.1.0.16,1,7.38876,176.958,1
