Metric,Value
macTxDrop,0
macRxDrop,15342375
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,3550795
dropTxing,195814
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,376270
dropPreambleDetectFailure,11083243
dropReceptionAbortedByTx,7
dropLSigFailure,3846
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,132004
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,396
