Metric,Value
macTxDrop,0
macRxDrop,4406417
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,454389
dropTxing,145491
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,80264
dropPreambleDetectFailure,3682521
dropReceptionAbortedByTx,51
dropLSigFailure,544
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,42385
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,772
