Metric,Value
macTxDrop,0
macRxDrop,2981246
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,418429
dropTxing,64178
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,162507
dropPreambleDetectFailure,2326665
dropReceptionAbortedByTx,17
dropLSigFailure,1322
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,7477
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,651
