Metric,Value
macTxDrop,0
macRxDrop,13453072
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,3731420
dropTxing,426121
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,959559
dropPreambleDetectFailure,8294217
dropReceptionAbortedByTx,12
dropLSigFailure,4594
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,35102
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,2047
