Metric,Value
macTxDrop,0
macRxDrop,3462508
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,334113
dropTxing,56233
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,70289
dropPreambleDetectFailure,2973848
dropReceptionAbortedByTx,6
dropLSigFailure,825
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,27020
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,174
