Metric,Value
macTxDrop,0
macRxDrop,19435743
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,3264218
dropTxing,483929
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,1111823
dropPreambleDetectFailure,14547170
dropReceptionAbortedByTx,2
dropLSigFailure,354
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,25780
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,2467
