Node, AppTx, AppRx, DeviceTx, DeviceRx, PacketsDroppedRerr, PacketsDroppedNoRoute
0,2950,0,855,3338,0,0
1,2950,0,1615,3155,0,0
2,2950,0,1087,3374,0,0
3,2950,0,1874,4094,0,0
4,2950,0,1626,3183,0,0
5,2950,0,926,3144,0,0
6,0,514,1865,448,0,0
7,0,0,1164,408,0,0
8,0,0,1719,836,0,0
9,0,0,1199,451,0,0
10,0,0,247,162,0,0
11,0,0,801,333,0,0
12,0,0,1248,306,0,0
13,0,55,266,167,0,0
14,0,961,1303,198,0,0
15,0,0,824,277,0,0
16,0,0,482,217,0,0
17,0,0,725,192,0,0
18,0,0,1942,487,0,0
19,0,0,1286,521,0,0
20,0,1171,1514,171,0,0
21,0,0,833,203,0,0
22,0,0,1849,1119,0,0
23,0,0,1458,170,0,0
24,0,0,855,547,0,0
25,0,0,735,258,0,0
26,0,0,986,337,0,0
27,0,0,1340,182,0,0
28,0,0,750,193,0,0
29,0,0,231,187,0,0
30,0,0,770,248,0,0
31,0,0,94,172,0,0
32,0,0,1440,607,0,0
33,0,0,2,160,0,0
34,0,0,1507,398,0,0
35,0,0,864,202,0,0
36,0,0,1162,955,0,0
37,0,0,674,193,0,0
38,0,0,1951,575,0,0
39,0,0,881,312,0,0
40,0,0,2036,771,0,0
41,0,0,1271,593,0,0
42,0,196,860,192,0,0
43,0,0,880,269,0,0
44,0,122,1313,359,0,0
45,0,0,265,260,0,0
46,0,0,2554,1160,0,0
47,0,0,1309,181,0,0
48,0,0,1786,508,0,0
49,0,0,1197,182,0,0
