Metric,Value
macTxDrop,0
macRxDrop,17314784
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,3951201
dropTxing,263661
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,357871
dropPreambleDetectFailure,12692678
dropReceptionAbortedByTx,4
dropLSigFailure,3398
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,45519
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,452
