Metric,Value
macTxDrop,0
macRxDrop,4466486
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,483406
dropTxing,97403
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,101925
dropPreambleDetectFailure,3752857
dropReceptionAbortedByTx,35
dropLSigFailure,434
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,29631
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,795
