Node, AppTx, AppRx, DeviceTx, DeviceRx, PacketsDroppedRerr, PacketsDroppedNoRoute
0,2950,0,33656,7767,94,0
1,2950,0,49422,8612,1987,2
2,2950,0,54715,8946,1106,0
3,2950,0,31960,8329,97,4
4,2950,0,40665,7168,0,0
5,2950,0,36159,8338,890,0
6,0,0,34938,5221,0,6
7,0,0,33652,5513,0,11
8,0,0,33666,5837,0,9
9,0,0,48195,5824,0,2
10,0,0,34829,4709,0,42
11,0,0,36304,4224,0,0
12,0,0,32481,4733,0,17
13,0,0,36010,4673,0,0
14,0,0,36556,5393,0,15
15,0,0,53286,5688,0,0
16,0,8,54366,5950,0,0
17,0,0,33387,5062,0,1
18,0,0,44196,3922,0,0
19,0,0,28577,5132,0,2
20,0,0,61570,4697,0,0
21,0,0,34119,5292,0,26
22,0,0,37086,5047,0,0
23,0,0,33999,5335,0,11
24,0,0,37613,5208,0,51
25,0,0,45013,5203,0,11
26,0,0,44618,5587,0,1
27,0,0,36258,5311,0,0
28,0,0,39438,5222,0,2
29,0,0,37533,5156,0,11
30,0,0,37792,5336,0,20
31,0,0,34394,5240,0,21
32,0,0,36336,4638,0,4
33,0,0,38200,5829,0,0
34,0,0,67997,4805,0,0
35,0,0,31991,4197,0,1
36,0,0,39188,5797,0,1
37,0,0,34134,5365,0,3
38,0,0,37248,4979,0,18
39,0,0,49538,4736,0,0
40,0,0,35726,4995,0,3
41,0,0,37869,5534,0,5
42,0,0,33654,4670,0,11
43,0,0,28790,4265,0,2
44,0,0,35356,5354,0,7
45,0,0,38961,3791,0,0
46,0,0,36611,5698,0,4
47,0,0,28042,3628,0,10
48,0,0,30001,4789,0,9
49,0,0,49878,5139,0,0
50,0,0,47130,5077,0,0
51,0,0,34812,4849,0,5
52,0,0,61200,4957,0,0
53,0,0,27852,4966,0,5
54,0,0,52656,5287,0,0
55,0,0,59458,5345,0,0
56,0,0,53479,5285,0,3
57,0,0,40445,5434,0,4
58,0,0,49180,4422,0,0
59,0,0,26551,3794,0,0
60,0,0,29367,5482,0,3
61,0,0,58009,4852,0,0
62,0,0,36584,4378,0,0
63,0,0,34971,4690,0,3
64,0,0,71540,5045,0,0
65,0,0,31459,4545,0,8
66,0,0,28853,4907,0,3
67,0,0,33518,4882,0,2
68,0,0,35063,5100,0,15
69,0,0,53890,5986,0,0
70,0,0,33325,3768,0,0
71,0,0,40020,4879,0,7
72,0,0,36332,4442,0,0
73,0,0,61499,5022,0,0
74,0,0,32967,5019,0,30
75,0,0,35742,5046,0,0
76,0,0,31177,5145,0,2
77,0,0,48420,6093,0,0
78,0,0,45272,5952,0,0
79,0,0,50637,5175,0,0
