Metric,Value
macTxDrop,0
macRxDrop,18269824
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,5595219
dropTxing,293044
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,501688
dropPreambleDetectFailure,11850762
dropReceptionAbortedByTx,10
dropLSigFailure,3791
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,24725
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,585
