Metric,Value
macTxDrop,0
macRxDrop,8689056
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2165993
dropTxing,180931
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,781137
dropPreambleDetectFailure,5537220
dropReceptionAbortedByTx,0
dropLSigFailure,656
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,22121
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,998
