Metric,Value
macTxDrop,0
macRxDrop,1394806
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,118900
dropTxing,36798
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,21123
dropPreambleDetectFailure,1199647
dropReceptionAbortedByTx,5
dropLSigFailure,140
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,18011
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,182
