Metric,Value
macTxDrop,0
macRxDrop,4950291
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1093292
dropTxing,46530
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,531279
dropPreambleDetectFailure,3261679
dropReceptionAbortedByTx,1
dropLSigFailure,365
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,16751
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,394
