Metric,Value
macTxDrop,0
macRxDrop,6480147
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2284399
dropTxing,182480
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,750283
dropPreambleDetectFailure,3239057
dropReceptionAbortedByTx,2
dropLSigFailure,3149
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,19853
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,924
