OriginIP,DestIP,DestSeqNo,RREQId,SourceIP,DestinationIP,hopCount,TimeRREQ,TimeRREP,routeFound
10.1.0.1,10.1.0.134,0,1,10.1.0.1,10.1.0.134,4,5.002,300.757,1
10.1.0.2,10.1.0.59,0,1,10.1.0.2,10.1.0.59,13,5.003,300.109,1
10.1.0.3,10.1.0.12,0,1,10.1.0.3,10.1.0.12,10,5.005,300.299,1
10.1.0.6,10.1.1.29,0,1,10.1.0.6,10.1.1.29,4,5.007,300.881,1
10.1.0.4,10.1.1.24,0,1,10.1.0.4,10.1.1.24,9,5.009,258.196,1
10.1.0.5,10.1.0.167,0,1,10.1.0.5,10.1.0.167,3,5.01,291.313,1
10.1.0.46,10.1.0.144,0,1,10.1.0.46,10.1.0.144,1,5.0643,149.157,1
10.1.0.5,10.1.0.167,0,2,10.1.0.5,10.1.0.167,0,5.106,-1,0
10.1.0.4,10.1.1.24,0,2,10.1.0.4,10.1.1.24,0,5.24,-1,0
10.1.0.1,10.1.0.134,0,2,10.1.0.1,10.1.0.134,0,5.241,-1,0
10.1.0.3,10.1.0.12,0,2,10.1.0.3,10.1.0.12,0,5.243,-1,0
10.1.0.4,10.1.1.24,0,3,10.1.0.4,10.1.1.24,0,5.646,-1,0
10.1.0.1,10.1.0.134,0,3,10.1.0.1,10.1.0.134,0,5.649,-1,0
10.1.0.3,10.1.0.12,0,3,10.1.0.3,10.1.0.12,0,5.649,-1,0
10.1.0.5,10.1.0.167,0,3,10.1.0.5,10.1.0.167,0,6.1,-1,0
10.1.0.253,10.1.0.167,0,1,10.1.0.253,10.1.0.167,4,6.15026,11.3031,1
10.1.0.27,10.1.1.36,0,1,10.1.0.27,10.1.1.36,1,6.17541,10.1163,1
10.1.1.1,10.1.0.167,0,1,10.1.1.1,10.1.0.167,1,6.19787,8.21006,1
10.1.0.3,10.1.0.12,0,4,10.1.0.3,10.1.0.12,0,6.205,-1,0
10.1.0.4,10.1.1.24,0,4,10.1.0.4,10.1.1.24,0,6.205,-1,0
10.1.0.1,10.1.0.134,0,4,10.1.0.1,10.1.0.134,0,6.207,-1,0
10.1.0.253,10.1.0.42,0,2,10.1.0.253,10.1.0.42,1,6.21979,9.26818,1
10.1.0.135,10.1.0.174,0,1,10.1.0.135,10.1.0.174,3,6.32587,285.301,1
10.1.0.167,10.1.0.24,0,1,10.1.0.167,10.1.0.24,5,6.34392,150.344,1
10.1.0.167,10.1.0.55,0,2,10.1.0.167,10.1.0.55,6,6.35667,190.67,1
10.1.0.37,10.1.0.70,0,1,10.1.0.37,10.1.0.70,1,6.37493,71.2715,1
10.1.0.2,10.1.0.59,0,2,10.1.0.2,10.1.0.59,0,6.401,-1,0
10.1.0.146,10.1.0.221,0,1,10.1.0.146,10.1.0.221,3,6.40584,148.394,1
10.1.0.69,10.1.0.184,0,1,10.1.0.69,10.1.0.184,1,6.51115,140.312,1
10.1.0.2,10.1.0.59,0,3,10.1.0.2,10.1.0.59,0,6.802,-1,0
10.1.0.1,10.1.0.134,0,5,10.1.0.1,10.1.0.134,0,6.922,-1,0
