Metric,Value
macTxDrop,0
macRxDrop,1681686
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,378523
dropTxing,27676
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,184660
dropPreambleDetectFailure,1084153
dropReceptionAbortedByTx,0
dropLSigFailure,120
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,6385
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,169
