Metric,Value
macTxDrop,0
macRxDrop,7403335
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,390565
dropTxing,141282
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,88038
dropPreambleDetectFailure,6743378
dropReceptionAbortedByTx,6
dropLSigFailure,47
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,39186
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,833
