Metric,Value
macTxDrop,0
macRxDrop,1075470
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,34264
dropTxing,12543
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,13379
dropPreambleDetectFailure,1010471
dropReceptionAbortedByTx,3
dropLSigFailure,25
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,4648
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,137
