Node, AppTx, AppRx, DeviceTx, DeviceRx, PacketsDroppedRerr, PacketsDroppedNoRoute
0,2950,0,3536,3572,2571,0
1,2950,0,5147,4022,2950,2
2,2950,0,3583,3589,2389,0
3,2950,0,5285,4024,2560,0
4,2950,0,2988,3364,1102,0
5,2950,0,4402,4461,2355,0
6,0,0,179,342,0,0
7,0,0,626,336,0,0
8,0,0,1656,838,0,8
9,0,0,475,394,0,0
10,0,0,2904,1042,0,10
11,0,281,1151,352,0,0
12,0,0,1545,351,0,0
13,0,0,1886,690,0,1
14,0,0,1266,445,0,0
15,0,0,1431,451,0,0
16,0,0,1790,1113,0,6
17,0,0,1902,396,0,0
18,0,0,2476,863,0,0
19,0,0,2473,1279,0,3
20,0,0,3283,1110,0,9
21,0,0,1657,710,0,1
22,0,0,644,334,0,0
23,0,0,878,334,0,0
24,0,0,2809,880,0,1
25,0,0,672,355,0,0
26,0,0,2559,955,0,0
27,0,0,2706,1457,0,24
28,0,0,2206,875,0,5
29,0,453,1769,685,0,0
30,0,0,1397,781,0,39
31,0,0,3030,910,0,0
32,0,0,1121,710,0,11
33,0,0,2519,1737,0,87
34,0,0,1692,737,0,26
35,0,0,1898,820,0,10
36,0,393,2315,490,0,0
37,0,0,2035,563,0,0
38,0,0,1846,368,0,2
39,0,0,3394,1220,0,0
40,0,0,1892,604,0,0
41,0,0,1333,585,0,0
42,0,0,2116,989,0,0
43,0,1819,2608,325,0,0
44,0,0,2840,897,0,8
45,0,0,1862,351,0,0
46,0,0,2825,938,0,1
47,0,0,1401,668,0,0
48,0,171,2111,1164,0,6
49,0,0,1742,965,0,4
