Metric,Value
macTxDrop,0
macRxDrop,7039262
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1636849
dropTxing,138513
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,626416
dropPreambleDetectFailure,4615818
dropReceptionAbortedByTx,1
dropLSigFailure,590
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,20228
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,847
