Metric,Value
macTxDrop,0
macRxDrop,347115
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,11706
dropTxing,3776
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,2562
dropPreambleDetectFailure,328791
dropReceptionAbortedByTx,0
dropLSigFailure,55
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,209
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,16
