Metric,Value
macTxDrop,0
macRxDrop,5279059
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,856475
dropTxing,198739
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,154317
dropPreambleDetectFailure,4052465
dropReceptionAbortedByTx,5
dropLSigFailure,1467
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,15004
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,587
