Metric,Value
macTxDrop,0
macRxDrop,6542770
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,767100
dropTxing,184184
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,178595
dropPreambleDetectFailure,5376614
dropReceptionAbortedByTx,22
dropLSigFailure,987
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,34338
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,930
