Metric,Value
macTxDrop,0
macRxDrop,5758718
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,619856
dropTxing,145673
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,206788
dropPreambleDetectFailure,4713284
dropReceptionAbortedByTx,53
dropLSigFailure,696
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,71042
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1326
