Metric,Value
macTxDrop,0
macRxDrop,5842010
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,723837
dropTxing,190587
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,191970
dropPreambleDetectFailure,4695450
dropReceptionAbortedByTx,27
dropLSigFailure,1075
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,38022
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1042
