Metric,Value
macTxDrop,0
macRxDrop,7303157
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,282060
dropTxing,63498
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,124110
dropPreambleDetectFailure,6793091
dropReceptionAbortedByTx,18
dropLSigFailure,453
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,39290
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,637
