Metric,Value
macTxDrop,0
macRxDrop,26642098
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,5513781
dropTxing,198545
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,702096
dropPreambleDetectFailure,20126368
dropReceptionAbortedByTx,7
dropLSigFailure,1083
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,99767
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,451
