Metric,Value
macTxDrop,0
macRxDrop,8771284
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1177289
dropTxing,163552
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,346178
dropPreambleDetectFailure,7063578
dropReceptionAbortedByTx,4
dropLSigFailure,729
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,19018
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,936
