Metric,Value
macTxDrop,0
macRxDrop,5699685
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,959733
dropTxing,208324
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,155931
dropPreambleDetectFailure,4290177
dropReceptionAbortedByTx,16
dropLSigFailure,438
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,84353
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,713
