Metric,Value
macTxDrop,0
macRxDrop,28140773
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2984563
dropTxing,342234
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,374133
dropPreambleDetectFailure,24342978
dropReceptionAbortedByTx,4
dropLSigFailure,215
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,95870
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,776
