Metric,Value
macTxDrop,0
macRxDrop,9531272
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1924306
dropTxing,171152
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,773722
dropPreambleDetectFailure,6628360
dropReceptionAbortedByTx,39
dropLSigFailure,1987
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,29620
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,2086
