Metric,Value
macTxDrop,0
macRxDrop,6337673
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1166642
dropTxing,129110
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,426347
dropPreambleDetectFailure,4590279
dropReceptionAbortedByTx,20
dropLSigFailure,804
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,22951
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1520
