Metric,Value
macTxDrop,0
macRxDrop,8949858
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2916350
dropTxing,162722
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,1146474
dropPreambleDetectFailure,4686462
dropReceptionAbortedByTx,51
dropLSigFailure,4637
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,31198
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1964
