Metric,Value
macTxDrop,0
macRxDrop,9785238
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1967563
dropTxing,263053
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,497386
dropPreambleDetectFailure,7016627
dropReceptionAbortedByTx,27
dropLSigFailure,3557
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,35639
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1386
