Metric,Value
macTxDrop,0
macRxDrop,5887794
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,439295
dropTxing,99255
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,137832
dropPreambleDetectFailure,5153895
dropReceptionAbortedByTx,53
dropLSigFailure,729
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,55625
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1110
