OriginIP,DestIP,DestSeqNo,RREQId,SourceIP,DestinationIP,hopCount,TimeRREQ,TimeRREP,routeFound
10.1.1.2,10.1.1.10,0,1,10.1.1.2,10.1.1.10,1,5.002,288.005,1
10.1.1.6,10.1.1.39,0,1,10.1.1.6,10.1.1.39,2,5.002,296.696,1
10.1.1.4,10.1.1.84,0,1,10.1.1.4,10.1.1.84,11,5.005,298.848,1
10.1.1.3,10.1.1.88,0,1,10.1.1.3,10.1.1.88,8,5.007,298.836,1
10.1.1.5,10.1.1.24,0,1,10.1.1.5,10.1.1.24,5,5.007,298.47,1
10.1.1.1,10.1.1.26,0,1,10.1.1.1,10.1.1.26,9,5.01,301.518,1
10.1.1.4,10.1.1.84,0,2,10.1.1.4,10.1.1.84,0,5.241,-1,0
10.1.1.3,10.1.1.88,0,2,10.1.1.3,10.1.1.88,0,5.244,-1,0
10.1.1.1,10.1.1.26,0,2,10.1.1.1,10.1.1.26,0,5.245,-1,0
10.1.1.6,10.1.1.39,0,2,10.1.1.6,10.1.1.39,0,5.245,-1,0
10.1.1.5,10.1.1.24,0,2,10.1.1.5,10.1.1.24,0,5.249,-1,0
10.1.1.6,10.1.1.39,0,3,10.1.1.6,10.1.1.39,0,5.643,-1,0
10.1.1.1,10.1.1.26,0,3,10.1.1.1,10.1.1.26,0,5.644,-1,0
10.1.1.3,10.1.1.88,0,3,10.1.1.3,10.1.1.88,0,5.644,-1,0
10.1.1.5,10.1.1.24,0,3,10.1.1.5,10.1.1.24,0,5.647,-1,0
10.1.1.4,10.1.1.84,0,3,10.1.1.4,10.1.1.84,0,5.65,-1,0
10.1.1.6,10.1.1.39,0,4,10.1.1.6,10.1.1.39,0,6.202,-1,0
10.1.1.3,10.1.1.88,0,4,10.1.1.3,10.1.1.88,0,6.203,-1,0
10.1.1.4,10.1.1.84,0,4,10.1.1.4,10.1.1.84,0,6.205,-1,0
10.1.1.1,10.1.1.26,0,4,10.1.1.1,10.1.1.26,0,6.206,-1,0
10.1.1.5,10.1.1.24,0,4,10.1.1.5,10.1.1.24,0,6.208,-1,0
10.1.1.5,10.1.1.24,0,5,10.1.1.5,10.1.1.24,0,6.92,-1,0
10.1.1.6,10.1.1.39,0,5,10.1.1.6,10.1.1.39,0,6.924,-1,0
10.1.1.1,10.1.1.26,0,5,10.1.1.1,10.1.1.26,0,6.925,-1,0
10.1.1.4,10.1.1.84,0,5,10.1.1.4,10.1.1.84,0,6.926,-1,0
10.1.1.3,10.1.1.88,0,5,10.1.1.3,10.1.1.88,0,6.929,-1,0
10.1.1.3,10.1.1.88,0,6,10.1.1.3,10.1.1.88,0,7.304,-1,0
10.1.1.6,10.1.1.64,0,6,10.1.1.6,10.1.1.64,0,7.36695,7.36892,1
10.1.1.47,10.1.1.64,0,1,10.1.1.47,10.1.1.64,3,7.98355,29.2612,1
10.1.1.80,10.1.1.31,0,1,10.1.1.80,10.1.1.31,0,8.01119,22.2141,1
10.1.1.3,10.1.1.88,0,7,10.1.1.3,10.1.1.88,0,8.108,-1,0
10.1.1.80,10.1.1.88,0,2,10.1.1.80,10.1.1.88,0,8.35427,22.24,1
10.1.1.94,10.1.1.46,0,1,10.1.1.94,10.1.1.46,1,9.00376,56.1793,1
10.1.1.4,10.1.1.84,0,6,10.1.1.4,10.1.1.84,0,9.727,-1,0
10.1.1.6,10.1.1.39,0,7,10.1.1.6,10.1.1.39,0,9.728,-1,0
10.1.1.5,10.1.1.24,0,6,10.1.1.5,10.1.1.24,0,9.729,-1,0
10.1.1.1,10.1.1.26,0,6,10.1.1.1,10.1.1.26,0,9.73,-1,0
10.1.1.80,10.1.1.65,0,3,10.1.1.80,10.1.1.65,1,10.0006,237.276,1
10.1.1.80,10.1.1.74,0,4,10.1.1.80,10.1.1.74,1,10.0024,172.083,1
10.1.1.2,10.1.1.10,0,2,10.1.1.2,10.1.1.10,0,12.81,-1,0
10.1.1.2,10.1.1.62,0,3,10.1.1.2,10.1.1.62,0,12.8195,288.014,1
10.1.1.1,10.1.1.26,0,7,10.1.1.1,10.1.1.26,0,15.401,-1,0
10.1.1.4,10.1.1.84,0,7,10.1.1.4,10.1.1.84,0,15.404,-1,0
10.1.1.5,10.1.1.24,0,7,10.1.1.5,10.1.1.24,0,15.41,-1,0
10.1.1.5,10.1.1.24,0,8,10.1.1.5,10.1.1.24,0,15.641,-1,0
10.1.1.4,10.1.1.84,0,8,10.1.1.4,10.1.1.84,0,15.648,-1,0
10.1.1.1,10.1.1.26,0,8,10.1.1.1,10.1.1.26,0,15.649,-1,0
10.1.1.73,10.1.1.94,1,1,10.1.1.73,10.1.1.94,4,16.0252,200.501,1
10.1.1.5,10.1.1.24,0,9,10.1.1.5,10.1.1.24,0,16.04,-1,0
10.1.1.1,10.1.1.26,0,9,10.1.1.1,10.1.1.26,0,16.041,-1,0
10.1.1.4,10.1.1.84,0,9,10.1.1.4,10.1.1.84,0,16.041,-1,0
10.1.1.3,10.1.1.88,0,8,10.1.1.3,10.1.1.88,0,16.101,-1,0
