Metric,Value
macTxDrop,0
macRxDrop,6969302
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,878193
dropTxing,119536
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,193992
dropPreambleDetectFailure,5715536
dropReceptionAbortedByTx,3
dropLSigFailure,1011
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,60781
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,250
