Metric,Value
macTxDrop,0
macRxDrop,6632476
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1738199
dropTxing,231110
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,490309
dropPreambleDetectFailure,4157494
dropReceptionAbortedByTx,1
dropLSigFailure,3823
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,10570
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,970
