Metric,Value
macTxDrop,0
macRxDrop,4238254
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,524944
dropTxing,125362
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,107277
dropPreambleDetectFailure,3424115
dropReceptionAbortedByTx,17
dropLSigFailure,224
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,55887
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,428
