Metric,Value
macTxDrop,0
macRxDrop,2285808
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,131628
dropTxing,32275
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,39421
dropPreambleDetectFailure,2065716
dropReceptionAbortedByTx,3
dropLSigFailure,135
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,16552
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,78
