Metric,Value
macTxDrop,0
macRxDrop,50938390
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,8726706
dropTxing,465269
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,897172
dropPreambleDetectFailure,40785782
dropReceptionAbortedByTx,4
dropLSigFailure,388
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,62128
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,941
