Metric,Value
macTxDrop,0
macRxDrop,23374667
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,3682054
dropTxing,594486
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,1296199
dropPreambleDetectFailure,17769774
dropReceptionAbortedByTx,2
dropLSigFailure,383
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,28973
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,2796
