Metric,Value
macTxDrop,0
macRxDrop,10247718
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2744666
dropTxing,249333
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,1040115
dropPreambleDetectFailure,6166179
dropReceptionAbortedByTx,82
dropLSigFailure,4732
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,39285
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,3326
