Metric,Value
macTxDrop,0
macRxDrop,16450538
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1231203
dropTxing,189182
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,196869
dropPreambleDetectFailure,14768214
dropReceptionAbortedByTx,4
dropLSigFailure,171
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,64368
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,527
