Metric,Value
macTxDrop,0
macRxDrop,26620013
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,7263392
dropTxing,273985
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,684782
dropPreambleDetectFailure,18207457
dropReceptionAbortedByTx,14
dropLSigFailure,3415
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,186316
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,652
