Metric,Value
macTxDrop,0
macRxDrop,18166697
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1565874
dropTxing,221843
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,254579
dropPreambleDetectFailure,16066012
dropReceptionAbortedByTx,9
dropLSigFailure,135
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,57662
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,583
