Metric,Value
macTxDrop,0
macRxDrop,3545131
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,474524
dropTxing,109131
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,129475
dropPreambleDetectFailure,2770795
dropReceptionAbortedByTx,10
dropLSigFailure,223
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,60556
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,417
